Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match
best practices,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,best practices,en,2124,exact
building tidy tools workshop roger oberg rstudio,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building tidy tools workshop roger oberg rstudio,en,2124,exact
promotion,1.06,1.0,1.11,100,48.5,53.35,43.65,0.02,0.03,0.02,1.17,1.29,1.05,1.81,1.99,1.63,promotion,en,2124,exact
entirely simulation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entirely simulation,en,2124,exact
fully featured,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fully featured,en,2124,exact
end,1.06,1.0,1.11,100,10.66,11.73,9.6,0.16,0.17,0.14,1.67,1.83,1.5,0.9,0.99,0.81,end,en,2124,exact
virtually,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,virtually,en,2124,exact
directly web browser,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,directly web browser,en,2124,exact
market,1.06,1.0,1.11,100,17.27,19.0,15.54,0.48,0.52,0.43,8.23,9.05,7.4,13.71,15.08,12.34,market,en,2124,exact
faster physics python,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,faster physics python,en,2124,exact
students,1.06,1.0,1.11,100,20.41,22.45,18.37,0.24,0.27,0.22,5.0,5.5,4.5,10.39,11.43,9.35,students,en,2124,exact
software,1.73,1.56,1.9,100,56.66,62.32,50.99,1.01,1.11,0.91,57.38,63.12,51.64,63.56,69.92,57.21,software,en,2124,exact
algorithm separate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,algorithm separate,en,2124,exact
box,1.91,1.72,2.1,100,12.67,13.93,11.4,23.5,25.85,21.15,297.61,327.37,267.85,381.37,419.51,343.24,box,en,2124,exact
making software runs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,making software runs,en,2124,exact
tutorial neural machine translation tensorflow,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tutorial neural machine translation tensorflow,en,2124,exact
outputs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputs,en,2124,exact
implement true,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implement true,en,2124,exact
approaches,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approaches,en,2124,exact
methodology,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,methodology,en,2124,exact
fake,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fake,en,2124,exact
beginners,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginners,en,2124,exact
paperspace blog,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace blog,en,2124,exact
building blocks applications,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building blocks applications,en,2124,exact
possibly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,possibly,en,2124,exact
people based,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,people based,en,2124,exact
automates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automates,en,2124,exact
continuous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,continuous,en,2124,exact
convolutions,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,convolutions,en,2124,exact
connected,1.06,1.0,1.11,100,7.92,8.71,7.13,0.21,0.24,0.19,1.7,1.87,1.53,2.71,2.98,2.44,connected,en,2124,exact
popular,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,popular,en,2124,exact
natively,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,natively,en,2124,exact
happiness,1.06,1.0,1.11,100,4.52,4.97,4.06,1.05,1.15,0.94,4.73,5.2,4.26,16.42,18.06,14.78,happiness,en,2124,exact
meshes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meshes,en,2124,exact
english,1.06,1.0,1.11,100,30.03,33.03,27.02,0.37,0.4,0.33,10.99,12.09,9.89,9.04,9.94,8.13,english,en,2124,exact
computed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computed,en,2124,exact
stat,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stat,en,2124,exact
fra,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fra,en,2124,exact
personal,1.06,1.0,1.11,100,30.06,33.07,27.06,0.21,0.23,0.19,6.25,6.87,5.62,18.98,20.88,17.08,personal,en,2124,exact
augmented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmented,en,2124,exact
file add,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,file add,en,2124,exact
products services business,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,products services business,en,2124,exact
imported,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,imported,en,2124,exact
productivity,1.06,1.0,1.11,100,61.81,67.99,55.63,0.0,0.0,0.0,0.19,0.21,0.17,0.45,0.5,0.41,productivity,en,2124,exact
beautifulsoup,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beautifulsoup,en,2124,exact
source program,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,source program,en,2124,exact
thinking enable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thinking enable,en,2124,exact
checks,3.14,2.83,3.46,100,18.94,20.83,17.05,0.03,0.03,0.02,0.5,0.55,0.45,1.36,1.49,1.22,checks,en,2124,exact
downloaded,1.06,1.0,1.11,100,2.12,2.33,1.91,0.08,0.09,0.08,0.18,0.19,0.16,0.9,0.99,0.81,downloaded,en,2124,exact
entire,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entire,en,2124,exact
tasks,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tasks,en,2124,exact
gradientci,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gradientci,en,2124,exact
deploy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deploy,en,2124,exact
thinking people interact,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thinking people interact,en,2124,exact
opens,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opens,en,2124,exact
engine performs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,engine performs,en,2124,exact
data science courses,4.67,4.2,5.14,100,67.09,73.8,60.38,0.28,0.31,0.25,18.9,20.79,17.01,15.51,17.07,13.96,data science courses,en,2124,exact
posted users guarantee,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,posted users guarantee,en,2124,exact
video follow steps consumer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,video follow steps consumer,en,2124,exact
time support,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,time support,en,2124,exact
required,1.06,1.0,1.11,100,4.84,5.33,4.36,0.11,0.12,0.1,0.54,0.6,0.49,2.11,2.32,1.9,required,en,2124,exact
adversaries,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adversaries,en,2124,exact
flexible figure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flexible figure,en,2124,exact
point defined,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,point defined,en,2124,exact
measured,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,measured,en,2124,exact
neurons,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neurons,en,2124,exact
trained,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trained,en,2124,exact
javascript,1.06,1.0,1.11,100,9.8,10.78,8.82,10.53,11.58,9.48,103.18,113.49,92.86,112.36,123.6,101.13,javascript,en,2124,exact
improving base image,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improving base image,en,2124,exact
atari,1.06,1.0,1.11,100,6.22,6.85,5.6,0.91,1.0,0.82,5.68,6.25,5.11,19.58,21.54,17.62,atari,en,2124,exact
tasks large calculation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tasks large calculation,en,2124,exact
reproducing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reproducing,en,2124,exact
limitation applicable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limitation applicable,en,2124,exact
min read,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,min read,en,2124,exact
standards,1.06,1.0,1.11,100,8.98,9.88,8.08,0.04,0.05,0.04,0.4,0.44,0.36,2.11,2.32,1.9,standards,en,2124,exact
post think,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,post think,en,2124,exact
gpu dedicated server,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu dedicated server,en,2124,exact
improvements,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improvements,en,2124,exact
paperspace pricing,1.06,1.0,1.11,100,91.75,100.92,82.57,0.04,0.04,0.03,3.54,3.9,3.19,0.45,0.5,0.41,paperspace pricing,en,2124,exact
tools,1.06,1.0,1.11,100,8.71,9.59,7.84,1.39,1.53,1.26,12.15,13.37,10.94,41.72,45.89,37.55,tools,en,2124,exact
process,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,process,en,2124,exact
teams,1.06,1.0,1.11,100,24.47,26.92,22.03,0.4,0.44,0.36,9.72,10.7,8.75,7.23,7.95,6.51,teams,en,2124,exact
represented matrix represents,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,represented matrix represents,en,2124,exact
managers working complex,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,managers working complex,en,2124,exact
gradients interpretable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gradients interpretable,en,2124,exact
productive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,productive,en,2124,exact
powered,1.06,1.0,1.11,100,4.23,4.66,3.81,0.14,0.15,0.13,0.59,0.65,0.53,2.86,3.15,2.58,powered,en,2124,exact
scaled,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scaled,en,2124,exact
agility,1.06,1.0,1.11,100,9.69,10.66,8.72,0.07,0.07,0.06,0.65,0.72,0.59,2.41,2.65,2.17,agility,en,2124,exact
api,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,api,en,2124,exact
takes input,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takes input,en,2124,exact
actions applied,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,actions applied,en,2124,exact
walking,1.06,1.0,1.11,100,9.55,10.51,8.6,0.01,0.01,0.01,0.09,0.1,0.08,0.45,0.5,0.41,walking,en,2124,exact
functionality,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,functionality,en,2124,exact
multiplication,1.06,1.0,1.11,100,11.06,12.16,9.95,0.06,0.07,0.05,0.67,0.74,0.6,0.45,0.5,0.41,multiplication,en,2124,exact
logics,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,logics,en,2124,exact
ideas products,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ideas products,en,2124,exact
notebooks,1.06,1.0,1.12,100,18.63,20.5,16.77,3.14,3.46,2.83,58.54,64.39,52.69,85.4,93.94,76.86,notebooks,en,2124,exact
loads,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loads,en,2124,exact
rent cloud gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent cloud gpu,en,2124,exact
stepping,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stepping,en,2124,exact
ready,1.06,1.0,1.11,100,0.74,0.81,0.67,0.04,0.04,0.03,0.03,0.03,0.02,0.45,0.5,0.41,ready,en,2124,exact
archives,1.06,1.0,1.12,100,19.26,21.18,17.33,1.6,1.77,1.44,30.9,33.99,27.81,52.72,57.99,47.45,archives,en,2124,exact
applications nlp,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applications nlp,en,2124,exact
designing environment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,designing environment,en,2124,exact
http,1.06,1.0,1.11,100,32.1,35.31,28.89,0.0,0.0,0.0,0.14,0.15,0.13,0.45,0.5,0.41,http,en,2124,exact
help numerous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,help numerous,en,2124,exact
directions,1.06,1.0,1.11,100,9.89,10.87,8.9,9.16,10.08,8.25,90.59,99.65,81.53,82.24,90.46,74.02,directions,en,2124,exact
forests,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forests,en,2124,exact
feature maps,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feature maps,en,2124,exact
contained,1.06,1.0,1.11,100,1.61,1.78,1.45,0.03,0.03,0.02,0.04,0.05,0.04,0.45,0.5,0.41,contained,en,2124,exact
local,1.06,1.0,1.11,100,5.34,5.88,4.81,0.18,0.2,0.16,0.96,1.06,0.86,3.31,3.65,2.98,local,en,2124,exact
deep learning research development,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning research development,en,2124,exact
equation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,equation,en,2124,exact
seen powerful models,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seen powerful models,en,2124,exact
access,1.19,1.07,1.31,100,31.25,34.37,28.12,3.62,3.99,3.26,113.25,124.57,101.92,140.68,154.75,126.61,access,en,2124,exact
train,1.07,1.0,1.14,100,26.92,29.61,24.23,0.79,0.87,0.71,21.19,23.31,19.07,29.37,32.31,26.43,train,en,2124,exact
matched,1.06,1.0,1.11,100,12.32,13.55,11.08,0.12,0.13,0.1,1.42,1.57,1.28,4.22,4.64,3.8,matched,en,2124,exact
company,1.06,1.0,1.11,100,16.73,18.4,15.05,0.32,0.35,0.28,5.28,5.81,4.75,10.39,11.43,9.35,company,en,2124,exact
customer,1.06,1.0,1.11,100,5.19,5.71,4.67,0.11,0.12,0.09,0.55,0.6,0.49,2.11,2.32,1.9,customer,en,2124,exact
discussing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussing,en,2124,exact
gan,1.07,1.0,1.14,100,48.76,53.64,43.88,0.21,0.23,0.19,10.11,11.12,9.1,14.16,15.57,12.74,gan,en,2124,exact
running,1.06,1.0,1.11,100,13.56,14.91,12.2,0.19,0.21,0.17,2.63,2.9,2.37,8.59,9.44,7.73,running,en,2124,exact
left reproducibility,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left reproducibility,en,2124,exact
methodologies,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,methodologies,en,2124,exact
develop algorithms,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,develop algorithms,en,2124,exact
message passing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,message passing,en,2124,exact
report,1.06,1.0,1.11,100,14.47,15.91,13.02,0.13,0.14,0.12,1.86,2.05,1.67,5.27,5.8,4.74,report,en,2124,exact
paper,1.06,1.0,1.11,100,12.76,14.04,11.49,0.65,0.71,0.58,8.28,9.11,7.46,14.16,15.57,12.74,paper,en,2124,exact
today,1.06,1.0,1.11,100,4.09,4.5,3.68,0.18,0.19,0.16,0.72,0.79,0.65,2.41,2.65,2.17,today,en,2124,exact
implementation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implementation,en,2124,exact
spaces,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spaces,en,2124,exact
ensure,1.08,1.0,1.15,100,20.3,22.33,18.27,3.47,3.82,3.12,70.45,77.5,63.41,108.45,119.29,97.6,ensure,en,2124,exact
official,1.06,1.0,1.11,100,8.47,9.32,7.62,0.03,0.03,0.03,0.27,0.29,0.24,0.75,0.83,0.68,official,en,2124,exact
boxes,1.62,1.46,1.79,100,40.01,44.01,36.01,4.76,5.23,4.28,190.33,209.36,171.3,234.22,257.64,210.79,boxes,en,2124,exact
helpful,1.06,1.0,1.11,100,4.52,4.98,4.07,0.08,0.09,0.07,0.36,0.4,0.32,0.9,0.99,0.81,helpful,en,2124,exact
powering,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powering,en,2124,exact
job,1.43,1.29,1.57,100,27.06,29.77,24.36,26.52,29.17,23.87,717.66,789.43,645.9,536.97,590.66,483.27,job,en,2124,exact
choose,1.06,1.0,1.11,100,6.33,6.96,5.69,0.31,0.34,0.28,1.95,2.14,1.75,4.37,4.8,3.93,choose,en,2124,exact
continues,1.06,1.0,1.11,100,4.62,5.08,4.16,0.19,0.21,0.17,0.87,0.96,0.79,4.07,4.47,3.66,continues,en,2124,exact
sequence,1.06,1.0,1.11,100,13.93,15.32,12.53,0.34,0.37,0.3,4.7,5.17,4.23,11.45,12.59,10.3,sequence,en,2124,exact
paperspace gpu+,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace gpu+,en,2124,exact
sufficient,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sufficient,en,2124,exact
https community,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https community,en,2124,exact
deep learning cloud computing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep learning cloud computing,en,2124,exact
light,1.08,1.0,1.15,100,26.21,28.83,23.59,1.3,1.43,1.17,34.07,37.48,30.66,36.75,40.43,33.08,light,en,2124,exact
cloud computing windows,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud computing windows,en,2124,exact
registering,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,registering,en,2124,exact
operating,1.06,1.0,1.11,100,1.11,1.22,1.0,0.03,0.03,0.02,0.03,0.03,0.03,0.45,0.5,0.41,operating,en,2124,exact
machine learning virtual machine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning virtual machine,en,2124,exact
needs day hands,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,needs day hands,en,2124,exact
experience,1.06,1.0,1.11,100,10.24,11.27,9.22,0.28,0.31,0.25,2.84,3.13,2.56,8.13,8.95,7.32,experience,en,2124,exact
continuous deployment,2.27,2.04,2.49,100,71.87,79.05,64.68,0.05,0.06,0.05,3.85,4.23,3.46,5.57,6.13,5.02,continuous deployment,en,2124,exact
party,1.11,1.0,1.21,100,14.69,16.16,13.22,0.84,0.92,0.75,12.29,13.52,11.06,21.09,23.2,18.98,party,en,2124,exact
paperspace python,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace python,en,2124,exact
nvidia gpu cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nvidia gpu cloud,en,2124,exact
optimizations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optimizations,en,2124,exact
understanding works,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understanding works,en,2124,exact
eigenvalues,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eigenvalues,en,2124,exact
scaling mds lle,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scaling mds lle,en,2124,exact
purrr,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,purrr,en,2124,exact
sentence,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sentence,en,2124,exact
incredible,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,incredible,en,2124,exact
variables involved,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,variables involved,en,2124,exact
batch,1.06,1.0,1.11,100,12.54,13.79,11.28,0.05,0.05,0.04,0.6,0.65,0.54,1.81,1.99,1.63,batch,en,2124,exact
calculations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculations,en,2124,exact
order speed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,order speed,en,2124,exact
model generates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,model generates,en,2124,exact
primary differences,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,primary differences,en,2124,exact
chunk,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chunk,en,2124,exact
file load,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,file load,en,2124,exact
jun,1.06,1.0,1.11,100,8.17,8.99,7.35,0.03,0.03,0.02,0.22,0.24,0.2,0.9,0.99,0.81,jun,en,2124,exact
processing,1.06,1.0,1.11,100,5.06,5.57,4.55,0.06,0.06,0.05,0.28,0.31,0.26,1.36,1.49,1.22,processing,en,2124,exact
enables developers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enables developers,en,2124,exact
product manager,1.9,1.71,2.08,100,62.83,69.11,56.54,0.56,0.61,0.5,35.02,38.53,31.52,56.63,62.3,50.97,product manager,en,2124,exact
tutorial detecting localizing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tutorial detecting localizing,en,2124,exact
cloud desktop online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud desktop online,en,2124,exact
sne,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sne,en,2124,exact
develops tooling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,develops tooling,en,2124,exact
develop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,develop,en,2124,exact
repositories,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,repositories,en,2124,exact
local minima,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,local minima,en,2124,exact
measures,1.06,1.0,1.11,100,22.59,24.85,20.33,0.0,0.0,0.0,0.06,0.06,0.05,0.45,0.5,0.41,measures,en,2124,exact
electrical engineering systems,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,electrical engineering systems,en,2124,exact
changed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,changed,en,2124,exact
dillon min read,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dillon min read,en,2124,exact
performance,1.06,1.0,1.11,100,10.29,11.32,9.26,0.1,0.11,0.09,1.03,1.13,0.92,2.86,3.15,2.58,performance,en,2124,exact
gpu cloud platform,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu cloud platform,en,2124,exact
framework choose,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,framework choose,en,2124,exact
educators,1.06,1.0,1.11,100,32.46,35.7,29.21,0.02,0.03,0.02,0.76,0.84,0.69,0.45,0.5,0.41,educators,en,2124,exact
buildings,1.06,1.0,1.11,100,19.19,21.11,17.27,0.05,0.05,0.04,0.88,0.97,0.79,2.11,2.32,1.9,buildings,en,2124,exact
fixing,1.06,1.0,1.11,100,8.1,8.91,7.29,0.02,0.02,0.02,0.15,0.17,0.14,0.45,0.5,0.41,fixing,en,2124,exact
sessions,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sessions,en,2124,exact
technologies,1.89,1.7,2.07,100,27.02,29.72,24.32,0.12,0.13,0.11,3.22,3.55,2.9,4.07,4.47,3.66,technologies,en,2124,exact
subscribe,1.06,1.0,1.11,100,4.35,4.79,3.92,0.27,0.3,0.24,1.18,1.3,1.06,4.67,5.14,4.2,subscribe,en,2124,exact
points,1.7,1.53,1.87,100,25.06,27.57,22.56,1.47,1.62,1.32,36.88,40.56,33.19,24.7,27.17,22.23,points,en,2124,exact
electronics,1.06,1.0,1.11,100,19.13,21.04,17.22,0.84,0.92,0.75,15.98,17.57,14.38,21.09,23.2,18.98,electronics,en,2124,exact
connects,1.06,1.0,1.11,100,3.44,3.79,3.1,0.02,0.03,0.02,0.08,0.09,0.07,0.45,0.5,0.41,connects,en,2124,exact
weights,1.06,1.0,1.11,100,24.62,27.08,22.16,1.85,2.04,1.67,45.61,50.17,41.05,45.04,49.54,40.53,weights,en,2124,exact
applied difference seen,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applied difference seen,en,2124,exact
instances public,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instances public,en,2124,exact
accelerated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accelerated,en,2124,exact
detailing,1.09,1.0,1.19,100,33.39,36.73,30.05,0.89,0.98,0.8,29.79,32.77,26.81,36.3,39.93,32.67,detailing,en,2124,exact
detecting localizing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detecting localizing,en,2124,exact
nvidia gpu cloud free,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nvidia gpu cloud free,en,2124,exact
